CustomerNo,TransactionNo,ProductCount
15696,C552016,1
15696,C552707,1
15696,C568601,1
15699,577807,113
15700,557311,355
15700,557513,2
15700,569700,354
15700,C557512,29
15701,563909,479
15701,568409,29
15701,569224,151
15701,581165,264
15703,547038,66
15704,552281,407
15704,555556,255
15704,560989,346
15704,560994,20
15705,554122,62
15706,563352,160
15706,568167,129
15706,569822,20
15706,570017,12
15706,C563716,1
15706,C568584,3
15706,C570508,12
15707,566735,81
15707,569894,156
15707,573094,130
15707,574536,238
15708,537051,158
15708,540514,180
15708,542614,63
15708,545045,256
15708,551518,146
15708,561043,234
15708,573323,230
15708,C537039,3
15708,C552014,2
15708,C561041,3
15708,C561591,1
15709,545237,121
15712,544969,109
15712,556239,67
15712,564016,195
15712,568893,24
15712,579693,91
15713,537843,59
15713,543713,490
15713,560562,91
15713,571713,560
15713,C538749,1
15714,539714,3
15714,554714,114
15714,567983,66
15714,579099,121
15715,562715,528
15716,537131,435
15716,547864,101
15716,554094,112
15716,560240,96
15717,550619,70
15718,551718,326
15719,540278,223
15719,543111,202
15719,545503,78
15719,547359,225
15719,549241,169
15719,551810,123
15719,554376,273
15719,556728,170
15719,559289,255
15719,562517,208
15719,565129,251
15719,570103,174
15719,574863,373
15719,C559705,1
15720,576593,281
15721,579124,409
15722,544648,112
15722,555533,186
15722,564137,295
15722,574445,393
15722,574446,40
15722,C555532,5
15723,538201,87
15724,545083,31
15724,554111,42
15724,580724,2
15724,C546214,1
15725,578534,221
15727,539044,537
15727,540979,273
15727,548978,393
15727,554667,214
15727,560527,372
15727,564346,838
15727,578244,438
15728,C572228,34
15729,552806,28
15729,C554686,4
15730,553489,314
15730,566049,175
15730,569643,200
15730,580730,1857
15730,C553780,6
15732,536777,97
15732,552838,118
15733,545343,62
15734,539734,1
15734,554306,133
15734,563510,213
15736,539736,141
15737,549587,286
15737,555494,79
15737,555724,2
15737,555725,4
15737,560190,74
15737,567630,96
15737,576892,37
15737,578708,20
15737,C549912,2
15737,C555723,4
15737,C555727,4
15737,C568598,5
15738,536733,255
15738,541408,186
15738,542659,215
15738,545044,204
15738,546531,208
15738,548172,253
15738,551124,130
15738,553846,155
15738,553847,4
15738,556130,154
15738,559060,260
15738,563941,153
15738,565417,180
15738,570076,204
15738,573126,219
15738,577599,202
15738,C538066,1
15738,C543637,8
15738,C546256,6
15739,539739,124
15739,569494,472
15740,539740,134
15740,572230,152
15740,579740,13
15741,539741,44
15743,555942,91
15743,563689,28
15743,574046,47
15743,578323,50
15744,539744,61
15744,567969,120
15745,550325,127
15745,568397,116
15745,574591,115
15745,577528,63
15745,C569957,3
15745,C579989,6
15746,561648,178
15746,C561649,48
15747,557406,132
15747,563026,161
15747,578927,187
15748,573360,51
15748,580748,5
15749,540815,7044
15749,540818,1970
15749,550461,9014
15749,C550456,9014
15750,537689,288
15750,537768,20
15750,545334,257
15750,557745,489
15750,568668,214
15750,574009,192
15750,578677,121
15750,581123,205
15750,C538083,7
15752,536611,153
15752,545872,284
15752,548796,340
15752,559876,210
15752,563376,348
15752,565915,340
15752,573485,303
15752,C565864,5
15753,539753,11
15753,543456,144
15754,549256,36
15754,568393,110
15754,571903,53
15754,C572027,2
15755,544391,198
15755,550478,157
15755,564186,269
15755,566440,292
15755,568367,402
15755,579467,109
15755,C567348,20
15755,C581465,10
15756,548864,45
15756,552654,61
15756,559526,61
15756,570229,75
15757,552121,167
15757,569637,324
15758,564758,372
15758,576398,47
15759,539272,32
15759,544143,20
15759,551990,8
15759,575759,213
15762,568098,147
15762,569705,104
15763,568044,187
15763,574951,84
15763,C568418,3
15764,545906,623
15764,556044,51
15764,556045,197
15764,564353,1165
15764,564354,12
15764,566465,2
15764,C562126,3
15764,C565016,8
15764,C566464,2
15764,C567355,1
15766,569918,170
15768,544768,64
15768,551347,101
15768,553932,52
15768,563381,91
15769,536992,36
15769,540160,1032
15769,540478,1800
15769,543831,1948
15769,544936,204
15769,545865,1548
15769,546112,200
15769,546789,6100
15769,550135,360
15769,550476,36
15769,554282,848
15769,554709,600
15769,554710,300
15769,557485,1600
15769,559322,1372
15769,564310,1372
15769,564311,900
15769,564312,1584
15769,564811,300
15769,566481,700
15769,569740,1600
15769,569839,1300
15769,571298,1300
15769,573322,100
15769,575255,788
15769,580297,1744
15769,C560148,100
15769,C567706,312
15769,C569743,1600
15772,544772,72
15773,580490,311
15774,569211,87
15775,549443,68
15776,544776,628
15776,561799,138
15777,538671,113
15777,542154,24
15777,542155,112
15777,549909,129
15777,C539277,3
15779,546779,3
15780,539379,65
15780,549579,127
15780,556190,28
15781,543283,29
15781,561118,37
15781,576317,114
15781,C561588,2
15782,566282,644
15782,572128,76
15782,579551,144
15782,C572530,1
15783,579270,212
15785,544309,557
15785,554824,197
15785,558924,245
15785,558925,12
15785,574837,601
15785,C548357,1
15785,C555362,1
15785,C575590,16
15786,563557,2310
15786,572499,1020
15786,572504,34
15786,C564955,28
15786,C572989,5
15787,566787,409
15787,570223,286
15787,576052,195
15787,576054,59
15789,539262,438
15790,579465,114
15791,553879,558
15791,572932,173
15791,C555365,1
15793,546691,192
15793,573483,184
15793,578689,177
15793,C579766,1
15794,542794,140
15795,559866,581
15796,543626,124
15796,552259,91
15796,554329,92
15796,555522,105
15796,564059,116
15796,568727,113
15796,578031,80
15796,581472,139
15796,C543729,1
15797,543394,528
15797,552523,200
15797,563727,144
15799,540541,181
15799,555876,358
15799,568168,416
15800,549263,108
15800,564335,227
15801,559801,42
15801,563942,70
15801,570459,466
15801,572487,34
15801,C571003,8
15803,571908,290
15804,554557,311
15804,557676,314
15804,561889,214
15804,564091,259
15804,565779,391
15804,566723,79
15804,566954,12
15804,567942,51
15804,569716,110
15804,574081,270
15804,577697,122
15804,579194,153
15804,581585,278
15804,C562223,2
15804,C564426,2
15804,C566953,29
15804,C568097,12
15804,C568581,1
15804,C578110,6
15805,538172,212
15805,544894,362
15805,550775,515
15805,550776,67
15805,554702,257
15805,555627,212
15805,555840,36
15805,557226,205
15805,557227,4
15805,557228,6
15805,564526,407
15805,569825,97
15805,572652,743
15805,572654,24
15805,574041,24
15805,574948,56
15805,576875,160
15805,C551178,8
15805,C558436,36
15805,C575616,6
15806,545907,274
15806,558999,139
15806,572512,189
15807,568094,380
15807,572077,48
15807,572078,2
15808,537154,355
15808,538660,419
15808,540099,322
15808,543277,247
15808,C538647,2
15809,543586,112
15809,547965,58
15809,553902,79
15809,556097,2
15809,574307,50
15809,C574473,50
15810,544094,250
15810,550993,280
15810,557762,326
15810,567702,5
15810,C562116,1
15810,C567690,118
15810,C567703,5
15811,538113,95
15811,539423,33
15811,541811,105
15811,543996,181
15811,553672,159
15811,564559,289
15811,577082,311
15811,C545850,4
15811,C553851,4
15811,C578061,2
15812,542212,64
15812,548349,388
15812,555499,147
15812,556812,837
15812,559640,142
15812,564334,181
15813,549999,369
15813,553205,234
15814,571936,554
15814,572108,253
15814,574278,228
15814,578100,236
15814,C575641,18
15814,C580970,6
15815,547714,252
15815,549428,192
15815,552855,624
15815,560978,446
15815,570117,342
15816,559816,1168
15818,569818,1
15819,545909,522
15819,554497,392
15819,561896,225
15819,572238,218
15820,541948,128
15820,564820,274
15821,570228,94
15821,572909,108
15822,539015,160
15822,580964,215
15823,537823,1483
15823,556823,7
15823,C540307,282
15825,557471,220
15826,553060,488
15826,571247,444
15826,571248,31
15826,C571854,1
15827,536738,42
15827,536740,67
15827,541827,1481
15827,542384,95
15827,543446,40
15827,543520,6
15827,545601,52
15827,545603,14
15827,550330,36
15827,552299,17
15827,556205,94
15827,560906,52
15827,560908,80
15827,563574,154
15827,568556,133
15827,C542642,4
15827,C543838,8
15827,C545885,2
15827,C552841,9
15827,C556668,10
15827,C561608,6
15829,560930,420
15829,565204,576
15830,541830,478
15830,573937,415
15830,C575630,6
15831,541591,308
15831,562583,379
15831,570827,418
15831,C541589,8
15832,548358,465
15834,545901,406
15834,545902,2
15834,558123,271
15834,569136,284
15834,C536807,3
15834,C557895,1
15835,541003,155
15835,547674,88
15835,561120,90
15835,572908,106
15836,572107,26
15836,C572736,2
15837,569718,189
15837,570837,258
15838,537476,550
15838,542921,150
15838,546160,1844
15838,548899,428
15838,549186,72
15838,551952,194
15838,555352,1110
15838,556667,196
15838,556670,388
15838,558201,196
15838,562880,2630
15838,564146,240
15838,567962,1768
15838,569815,6016
15838,570838,35
15838,576219,1600
15838,576220,322
15838,576221,100
15838,579163,432
15838,579164,132
15838,C536757,9360
15839,560086,234
15839,567454,306
15839,574702,135
15839,C575585,1
15839,C576232,4
15840,557414,256
15840,564840,414
15840,565840,539
15840,570696,140
15840,C557709,2
15841,540153,132
15841,551984,234
15841,566728,348
15841,568652,228
15841,C555355,12
15841,C569953,4
15843,543485,27
15844,572521,134
15844,575844,14
15844,578844,1183
15845,540374,208
15845,544943,358
15845,553042,128
15845,556538,330
15845,560288,354
15845,566621,283
15845,574345,168
15845,577824,97
15845,C551509,6
15845,C561620,2
15847,544922,348
15847,573899,101
15847,578847,1
15848,551848,2
15849,542849,20
15850,558049,242
15850,577536,60
15852,554813,38
15852,555601,10
15852,565852,7
15853,551853,1
15853,571743,135
15854,538592,86
15854,541226,24
15854,542897,27
15854,546918,20
15854,553202,262
15854,553855,78
15854,557320,30
15854,557321,48
15854,560988,38
15854,566718,39
15854,580654,95
15854,580655,25
15855,547192,68
15855,549976,66
15855,553538,117
15855,556121,68
15855,561231,151
15856,538053,675
15856,539452,266
15856,539985,387
15856,543774,730
15856,548450,379
15856,548686,553
15856,550964,377
15856,553935,615
15856,556455,580
15856,559674,244
15856,561009,484
15856,563500,416
15856,563501,14
15856,564735,632
15856,565067,429
15856,565398,487
15856,565665,285
15856,569715,533
15856,571231,690
15856,571234,112
15856,572753,231
15856,580289,457
15856,580292,109
15856,580357,544
15856,580662,334
15856,580666,32
15856,580723,407
15856,C539983,6
15856,C556457,7
15856,C565666,3
15856,C571233,48
15857,577716,308
15858,537623,199
15858,544795,526
15858,545858,6
15858,567967,177
15858,570500,170
15858,578479,95
15860,537301,72
15860,548610,100
15860,550833,5
15860,560442,35
15860,562581,59
15860,565248,72
15860,568161,40
15860,573331,55
15861,546912,321
15861,546913,240
15861,561600,315
15861,572653,469
15861,576057,203
15861,576075,406
15861,577130,1
15861,578995,589
15861,C577131,1
15862,536401,124
15862,536862,148
15862,553864,235
15862,563890,140
15862,580062,86
15863,555070,2
15863,576214,17
15864,542411,110
15864,556931,96
15864,565247,352
15864,569419,202
15864,575945,288
15864,577041,144
15864,C542787,4
15864,C577040,144
15865,552559,178
15865,566308,134
15865,573355,56
15866,564843,126
15867,537200,47
15867,538657,63
15867,539642,140
15867,540687,177
15867,542265,53
15867,544189,36
15867,546665,77
15867,549730,158
15867,554964,208
15867,556244,86
15867,560579,225
15867,563720,198
15867,569143,118
15867,577095,191
15867,580505,258
15867,C580507,2
15869,545896,118
15869,545898,57
15869,569869,216
15870,574826,335
15871,570871,671
15872,578781,211
15872,578782,1
15874,545158,52
15874,547935,44
15874,547936,23
15874,549431,895
15874,552064,36
15874,556830,15
15874,570113,1469
15874,C548723,7
15874,C570122,21
15875,575875,1358
15877,577855,175
15877,581325,196
15877,C581330,125
15879,541879,41
15880,537144,211
15880,538880,88
15880,C537157,24
15881,538309,55
15881,538534,48
15881,542745,154
15881,542746,2
15881,542759,1
15881,C538536,48
15881,C542748,12
15881,C542753,1
15882,537377,104
15882,537380,48
15882,554629,106
15882,554631,6
15882,C537379,10
15883,574725,72
15883,581192,151
15884,538884,61
15885,538885,3
15885,565862,109
15886,570430,147
15888,567460,67
15888,C567532,16
15889,537208,145
15889,559106,64
15891,546891,384
15891,551270,441
15892,546892,273
15894,537199,114
15894,548501,53
15895,559861,94
15896,546896,626
15897,554988,145
15897,554989,116
15898,537254,210
15898,537615,20
15898,547033,76
15898,551188,118
15898,581421,146
15898,C551670,2
15899,537248,39
15900,576690,221
15901,559436,209
15901,568050,112
15901,578250,56
15903,544307,384
15903,551055,292
15903,568083,336
15903,569127,600
15903,575915,456
15903,575978,138
15903,579523,204
15903,C545847,1
15904,580094,84
15906,548158,92
15906,548159,16
15906,551816,117
15906,560355,17
15906,569222,217
15906,575906,83
15906,577498,70
15906,577499,15
15906,C548155,6
15907,553141,157
15907,557019,99
15907,580884,252
15909,557259,98
15910,542345,93
15910,544837,141
15910,549240,82
15910,553388,115
15910,565209,79
15910,569790,133
15910,571910,1
15910,578664,214
15910,581502,158
15912,550818,66
15912,556795,119
15916,537799,55
15916,537803,10
15916,541110,198
15916,549275,64
15916,555198,65
15916,562916,16
15916,568099,26
15916,575482,181
15916,578275,155
15916,C537788,2
15916,C575385,3
15917,549056,42
15918,546430,66
15918,555343,87
15919,537265,242
15919,577473,303
15920,559504,19
15920,559507,55
15920,559509,20
15921,557389,165
15922,536537,138
15922,C536737,2
15923,536674,122
15923,555923,386
15924,556924,127
15925,554998,93
15927,544927,1
15927,565927,460
15928,544928,331
15930,563930,6
15930,569357,139
15932,544806,169
15932,546644,268
15932,549880,180
15932,552404,262
15932,558241,292
15932,564302,338
15932,566428,422
15932,580725,394
15932,C545513,1
15932,C550537,8
15932,C558522,5
15933,566713,345
15933,568990,271
15933,577309,269
15935,550131,114
15937,569892,73
15938,541609,32
15938,544938,118
15938,547040,42
15938,548942,84
15938,554115,34
15938,563836,48
15939,540947,490
15939,542872,240
15939,545026,204
15939,546164,165
15939,547878,170
15939,549246,820
15939,551148,1044
15939,554930,600
15939,556492,376
15939,561641,170
15939,561643,96
15939,563235,60
15939,564339,136
15939,566241,156
15939,C541824,3
15940,542915,4
15941,574941,14149
15942,561689,232
15944,545912,50
15945,538048,52
15945,548945,5
15947,567161,898
15948,572923,439
15948,580107,128
15949,568999,168
15949,578107,116
15950,538992,135
15950,564489,310
15950,567768,123
15950,574950,977
